Reference	EN	ES
doc#6953	<s> Issues regarding the education of nationalities and ethnic groups are governed by the Republic of Latvia '' Education Law '' . </s>	"<s> Las cuestiones relativas a la educación de las nacionalidades y de los grupos étnicos se rigen por la "" Ley de educación "" de la República de Letonia . </s>"
doc#6955	"<s> Theology , religious epistemological and religious philosophical disciplines and familiarization with the elements of the sacred books may be included in the teaching curricula of State educational institutions . </s>"	"<s> La teología , las disciplinas religioso-gnoseológicas , y religioso-filosóficas , el estudio de los fundamentos de los libros sagrados y del culto pueden incluirse en los programas escolares de las instituciones estatales de enseñanza . </s>"
doc#6956	<s> 42 . Current policy . </s>	<s> 42 . </s><s> Política actual . </s>
doc#6956	"<s> Gerstein v. Pugh , 420 U.S. 103 ( 1975 ) . </s>"	"<s> Gerstein v. </s><s> Pugh , 420 U.S. 103 ( 1975 ) . </s>"
doc#6956	"<s> In addition , the United States provides on-site assistance , primarily through relevant international organizations such as the United Nations High Commissioner for Refugees , the International Committee of the Red Cross , and the International Organization for Migration , in the amount of over $300 million each year , not only to "" Protocol refugees "" but also to others who are suffering from the disruptive effects of conflict or other forms of dislocation . </s>"	"<s> Además , los Estados Unidos proporcionan asistencia in situ , principalmente a través de las organizaciones internacionales competentes como la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados , el Comité Internacional de la Cruz Roja y la Organización Internacional para las Migraciones , por valor de más de 300.000_millones de dólares al año , no sólo a los refugiados en el sentido del Protocolo sino también a otros que sufren de los efectos desgarradores de los conflictos y otras formas de dislocación . </s>"
doc#6956	"<s> 364 . As the Republic enters its third century , the changing nature of crime will no doubt lead to further changes in the administration of justice . </s>"	"<s> 364 . </s><s> Al iniciar los Estados Unidos su tercer siglo de andadura , la evolución del carácter de delito conducirá indudablemente a nuevas modificaciones en la administración de la justicia . </s>"
doc#6956	"<s> Exceptions apply in cases in which the defendant has voluntarily absented himself or herself after the trial has commenced , or has been removed by the court for disruptive behaviour after warnings , as well as in cases involving offences punishable by fine or imprisonment for not more than one year , if the defendant has consented in writing to trial in absentia . </s>"	"<s> Las excepciones se aplican cuando el acusado se ha ausentado voluntariamente una vez iniciado el juicio , o ha sido expulsado por el juez por conducta indebida después de haber sido advertido , así como en las causas por delitos sancionables con multa o prisión no superior a un año , si el acusado ha consentido por escrito en que el juicio se celebre en su ausencia . </s>"
doc#6956	<s> The government may not open a person '' s mail without a warrant issued by a judicial officer based on probable cause . </s>	<s> El derecho a la inviolabilidad de la correspondencia también está reconocido en la Enmienda IV . </s><s> El Gobierno no puede abrir la correspondencia de una persona sin una orden dictada por un funcionario judicial sobre la base de una causa probable . </s>
doc#6956	"<s> The Court has also proscribed punishing individuals for obscuring a state motto imprinted on their licence plates , reasoning that "" the right of freedom of thought protected by the First Amendment against state action includes both the right to refrain from speaking at all "" , and that an individual may not be forced "" to be an instrument for fostering public adherence to an ideological point of view he finds unacceptable "" . </s>"	"<s> El Tribunal prohibió también sancionar a los individuos que taparan el lema estatal impreso en la matrícula de sus automóviles , basándose en que el derecho a la libertad de pensamiento , protegido por la Enmienda I contra la injerencia estatal , incluye tanto el derecho a no hablar en absoluto como la imposibilidad de obligar a un individuo a servir de instrumento para fomentar la adhesión pública a una opinión ideológica que considere inaceptable ( Wooley v. </s><s> Maynard , 430 U.S. 705 ( 1977 ) ) . </s>"
doc#6956	"<s> Some of the section 501(c) organizations that have been held to be able to engage in political activities are social welfare organizations described in section 501(c)(4) , labour organizations described in section 501(c)(5) , business leagues described in section 501(c)(6) , and fraternal beneficiary societies described in section 501(c)(8 ) . </s>"	"<s> Algunas de las organizaciones contempladas en el artículo 501 c ) que se ha considerado que pueden intervenir en actividades políticas son las organizaciones de asistencia social descritas en el artículo 501 c ) ( 4 ) , las organizaciones sindicales descritas en el artículo 501 c ) ( 5 ) , las asociaciones mercantiles a que se refiere el artículo 501 c ) ( 6 ) y las sociedades de socorros mutuos que contempla el artículo 501 c ) ( 8 ) . </s>"
doc#6956	"<s> See , e.g. , Alaska Stat . section 25.05.011 ( 1991 ) ; Colo. </s>"	"<s> La mayoría de los Estados coinciden asimismo en que esa edad debe ser la misma para hombres y mujeres ( véase , por ejemplo , Alaska Stat . § 25.05.011 ( 1991 ) ; Colo . </s>"
doc#6956	<s> 746 . The Voting Rights Act authorizes the U.S. Attorney General and private parties to bring lawsuits to enforce the Fifteenth Amendment and bans the use of literacy tests and other devices which had been used to disqualify African-American voters . </s>	<s> 746 . </s><s> La Ley de derechos electorales autoriza al Procurador General de los Estados Unidos y a los particulares a demandar judicialmente el cumplimiento de la Enmienda XV y prohíbe recurrir a pruebas de la capacidad de leer y escribir y a otras estratagemas utilizadas anteriormente para descalificar a los votantes afroamericanos . </s>
doc#6957	"<s> 152 . Article 40 of the Constitution provides that all persons shall have freedom of conscience , religion and thought . </s>"	"<s> 152 . </s><s> El artículo 40 de la Constitución dispone que todas las personas gozarán de libertad de conciencia , religión y pensamiento . </s>"
doc#6958	"<s> ( a ) There must be justification , at least in the form of significant evidence , of the existence of an unlawful act warranting a custodial penalty ; </s>"	"<s> a ) que esté justificada , cuando menos por una prueba semiplena , la existencia de un hecho ilícito que merezca pena corporal ; </s>"
